鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
中山區,房地(土地+建物),臺北市中山區市民大道三段１６９號二樓之１,8.62,住,,,1150129,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970602,68.98,1,1,1,有,有,14200000,205857,,0.0,0,其他增建；,RPVOMLMKLHLGFCA97DA,24.39,1.71,3.41,有,
大安區,房地(土地+建物),臺北市大安區復興南路一段２５９號九樓之３,13.44,商,,,1150123,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680115,150.84,1,2,2,有,有,45000000,298329,,0.0,0,陽台外推；,RPSNMLRKLHLGFFA38DA,111.62,0.0,22.97,有,
大安區,房地(土地+建物),臺北市大安區四維路１８２巷１６號四樓,24.98,住,,,1150126,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741104,124.11999999999999,3,2,2,有,無,36580000,294715,,0.0,0,陽台外推；,RPVOMLSJMHLGFFA88DA,102.84,0.0,11.87,有,
北投區,房地(土地+建物),臺北市北投區義理街６３巷７號二樓,21.5,住,,,1150118,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0621213,80.74,3,2,1,有,無,18000000,222938,,0.0,0,陽台增建、鐵鋁窗增建其他增建；,RPPNMLOKMHLGFEA87EA,76.08,0.0,4.66,無,
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段１５２號十二樓,8.05,商,,,1141217,土地4建物1車位2,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050126,114.59,3,2,2,有,有,11440000,99834,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSJMHLGFAA28DA,56.67,2.97,6.5,有,101
大同區,房地(土地+建物),臺北市大同區延平北路一段５１號十樓之２１,2.93,商,,,1141205,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700223,27.8,0,1,1,有,有,6300000,226619,,0.0,0,陽台外推；其他增建；,RPTVMLPLLHLGFBA78DA,18.36,0.0,2.87,有,102
中山區,房地(土地+建物),臺北市中山區八德路二段６６號十樓之５,9.7,住,,,1141229,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950323,47.120000000000005,1,2,1,有,有,16000000,339559,,0.0,0,陽台外推；其他增建；,RPXOMLPLLHLGFCA58DA,26.37,0.0,3.49,有,
信義區,房地(土地+建物),臺北市信義區虎林街１２０巷１６０號三樓,39.25,住,,,1141220,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600518,97.63,3,2,2,有,無,23000000,235583,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSJMHLGFDA38DA,97.63,0.0,0.0,無,103
北投區,房地(土地+建物)+車位,臺北市北投區文承路２０號二樓,191.61,工,,,1141224,土地1建物2車位11,二層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1130521,1438.8600000000001,0,0,0,無,有,321880000,250152,坡道平面,271.05,29750000,,RPPPMLSJMHLGFEA28DA,645.8,0.0,53.44,有,104
大安區,土地,辛亥段四小段105地號,9.88,都市：其他:道路用地(公共設施用地)。51/9/1,,,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,60729,,0.0,0,依土地法34條之1處分．包含公共設施保留地用地；,RPROMLPKJHLGFFA97DA,0.0,0.0,0.0,無,
大同區,房地(土地+建物),臺北市大同區南京西路４１號五樓之５,12.02,商,,,1141229,土地4建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,0941208,65.2,0,0,0,無,有,19720000,302454,,0.0,0,四個共有人以相同條件出賣給同一人包含公共設施保留地用地；,RPTOMLLJMHLGFBA57DA,38.34,0.0,4.67,有,
南港區,房地(土地+建物)+車位,臺北市南港區東明街４３號十三樓,16.11,住,,,1141220,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121012,116.78,1,2,1,有,有,33500000,286864,坡道平面,37.61,0,後陽臺鋁窗增建其他增建；,RPPPMLSJMHLGFDA18DA,47.83,0.0,4.06,有,105
大安區,房地(土地+建物),臺北市大安區建國南路二段１０３號,21.13,住,,,1141209,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750415,106.15,3,2,1,有,有,36000000,339143,,0.0,0,其他增建；,RPPNMLSJJHLGFFA87DA,75.48,9.61,0.0,有,
大同區,房地(土地+建物),臺北市大同區民權西路１４４巷９號五樓,21.28,住,,,1141227,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750403,124.80000000000001,3,2,2,有,有,21000000,168269,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLKKMHLGFBA37EA,82.21,0.0,8.69,有,
信義區,房地(土地+建物),臺北市信義區福德街２２１巷１０之１號,13.01,住,,,1141226,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0740207,45.55,1,2,1,有,無,13600000,298573,,0.0,0,,RPPPMLOJLHLGFDA77EA,38.18,0.0,0.0,無,106
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路二段２５號二十二樓,8.57,商,,,1141207,土地2建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,110.41999999999999,2,1,1,有,有,24000000,217352,坡道機械,0.0,2200000,,RPSNMLMLJHLGFBA37DA,53.82,3.16,3.89,有,107
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段４７號七樓之３,21.28,商,,,1141231,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1010606,229.08,5,2,2,有,有,58000000,286930,坡道平面,36.35,2700000,,RPPNMLPLLHLGFBA57DA,118.77,2.99,20.01,有,
中山區,房地(土地+建物)+車位,臺北市中山區北安路６３０巷２５弄１５號五樓,28.26,住,,,1141225,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821227,170.37,3,2,2,有,有,44000000,258261,坡道平面,30.96,0,陽台外推；其他增建；,RPPNMLTJLHLGFCA87DA,113.82,1.29,13.11,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路４８１號三樓之２,5.22,商,,,1141214,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,86.56,1,1,1,有,有,14000000,242553,坡道機械,39.56,2600000,陽台外推；,RPQNMLLKLHLGFCA27DA,25.0,0.0,4.11,有,108
中山區,房地(土地+建物),臺北市中山區龍江路３１８巷２１號,11.29,住,,,1141231,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690527,38.73,4,1,2,有,無,8790000,226956,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLTJMHLGFCA28DA,34.1,4.63,0.0,無,089
松山區,房地(土地+建物),臺北市松山區南京東路五段１２３巷８弄８號三樓,58.25,住,,,1141215,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0550910,156.99,4,2,2,有,無,34500000,219759,,0.0,0,陽台外推；其他增建；,RPQPMLPKKIKGFDA87DA,135.97,0.0,21.02,無,
北投區,房地(土地+建物),臺北市北投區立農街一段３９９號,35.69,住,,,1141227,土地4建物1車位0,一層,四層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0660905,104.43,3,2,2,有,無,23500000,225031,,0.0,0,其他增建；,RPUNMLOLKHLGFEA18DA,88.23,16.2,0.0,無,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２２３巷３４弄１號二樓,39.25,住,,,1141215,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610902,99.76,3,2,1,有,無,26000000,260626,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJMHLGFFA28DA,99.76,0.0,0.0,無,110
大安區,房地(土地+建物),臺北市大安區信義路二段１４８巷４弄２號,35.25,住,,,1141204,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610130,90.29,3,2,2,有,無,35000000,387640,,0.0,0,其他增建；,RPRNMLTJMHLGFFA48DA,90.29,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區復興北路１８號二十一樓,17.2,商,,,1141221,土地3建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1141218,323.9,0,0,0,無,有,171800000,542788,坡道平面,16.69,5050000,預售屋、或土地及建物分件登記案件；,RPSNMLKKMHLGFCA47DA,148.29,0.0,37.47,有,
中山區,房地(土地+建物)+車位,臺北市中山區復興北路１６號二十一樓,14.88,商,,,1141221,土地3建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1141218,288.12,0,0,0,無,有,156010000,556902,坡道平面,16.69,4850000,預售屋、或土地及建物分件登記案件；,SPSNMLKKMHLGFCA57DA,160.59,0.0,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區復興北路１２號二十一樓,19.77,商,,,1141221,土地3建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1141218,369.59000000000003,0,0,0,無,有,199070000,549787,坡道平面,16.69,5050000,預售屋、或土地及建物分件登記案件；,TPSNMLKKMHLGFCA67DA,192.94,0.0,20.41,有,
松山區,土地,西松段一小段59地號,84.0,都市：其他:道路用地(公共設施用地)。58/8/27,,,1141218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5000000,59524,,0.0,0,包含公共設施保留地用地；,RPOOMLNKMHLGFDA57DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區通河東街一段１１２號二樓,37.5,住,,,1141231,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661214,86.34,3,2,1,有,無,9760000,113041,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMJMHLGFEA57DA,76.34,0.0,10.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路２１７巷６號五樓,38.73,,,,1141226,土地1建物1車位1,五層，六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781103,216.75,5,2,3,有,有,32500000,171416,坡道平面,38.83,2000000,陽台外推；其他增建；,RPWNMLKKLHLGFCA77DA,163.14,2.89,18.11,有,
中山區,房地(土地+建物),臺北市中山區林森北路６７巷２８號四樓,35.82,商,,,1141225,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700801,131.33,3,2,2,有,有,29100000,221579,,0.0,0,,RPVOMLPKMHLGFCA38DA,105.27,0.0,15.76,有,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段３７２巷２７弄７３號五樓,24.03,住,,,1141213,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731228,115.32000000000001,3,2,2,有,無,31500000,273153,,0.0,0,陽台外推；,RPTNMLPLLHLGFDA18DA,101.81,1.13,4.59,有,
士林區,房地(土地+建物),臺北市士林區中山北路六段２７７巷１０號四樓,22.4,住,,,1141227,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680907,76.25,3,2,1,有,無,16550000,217049,,0.0,0,,RPWNMLKKMHLGFEA08DA,66.25,0.0,10.0,無,
大安區,房地(土地+建物),臺北市大安區羅斯福路二段１０１巷２７號三樓,31.75,住,,,1141224,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0631219,95.76,3,2,2,有,無,23500000,245405,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLOKMHLGFFA68DA,95.76,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區復興北路４４８號七樓之１０,7.26,住,,,1141226,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971015,41.89,1,1,1,有,有,12250000,292433,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKMHLGFCA77DA,24.54,1.47,1.8,有,
大安區,房地(土地+建物),臺北市大安區杭州南路二段９３巷６６號三樓之１,21.75,住,,,1141231,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821021,67.88,2,2,1,有,無,21800000,321155,,0.0,0,其他增建；,RPRNMLLKJHLGFFA47DA,53.26,3.22,2.32,無,
大安區,房地(土地+建物),臺北市大安區基隆路三段２２巷５弄８號四樓,26.3,住,,,1141122,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681203,105.88,3,2,2,有,無,23500000,221949,,0.0,0,陽台外推；其他增建；,RPVOMLOLKHLGFFA48DA,88.22,0.0,17.66,無,
大安區,房地(土地+建物),臺北市大安區和平東路二段１７５巷５弄８號二樓,56.0,都市：其他:道路用地(公共設施用地)。60/7/13,,,1141123,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,126.85,5,1,2,有,無,30000000,236500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLLHLGFFA57EA,126.85,0.0,0.0,無,
松山區,土地,敦化段一小段126-4地號,15.08,都市：其他:道路用地(公共設施用地)。48/3/13,,,1141121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,642000,42573,,0.0,0,包含公共設施保留地用地；,RPQNMLPLLHLGFDA87DA,0.0,0.0,0.0,無,111
士林區,房地(土地+建物)+車位,臺北市士林區中正路２４７巷３６號八樓之１,24.91,商,,,1141120,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140812,142.66,3,2,2,有,有,51300000,384585,其他,15.25,2300000,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKMHLGFEA57DA,74.07,0.0,7.38,有,
松山區,房地(土地+建物),臺北市松山區饒河街１９９號四樓之２,9.11,商,,,1141103,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1071003,126.99000000000001,3,2,2,有,有,34380000,270730,,0.0,0,,RPPNMLSJJHLGFDA67DA,75.47,3.66,10.15,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４４１巷３０號十一樓之２,42.94,住,,,1141128,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1130306,309.84000000000003,0,0,0,無,有,102100000,396895,坡道平面,70.22,7000000,毛胚屋；,RPUNMLLJMHLGFEA87DA,131.49,8.27,16.15,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４４１巷３０號十一樓之３,25.37,住,,,1141128,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1130306,176.73000000000002,0,0,0,無,有,59580000,395989,坡道平面,35.11,3500000,毛胚屋；,SPUNMLLJMHLGFEA97DA,80.29,5.95,5.87,有,
大同區,房地(土地+建物),臺北市大同區迪化街二段１９０巷７號,18.3,都市：其他:第三種住宅區。,,,1141120,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0671207,56.17,3,2,1,有,無,7200000,128182,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLKMJHLGFBA47DA,46.05,10.12,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段５２之２號六樓,8.17,商,,,1141109,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141008,100.1,0,1,1,有,有,30500000,304695,塔式車位,11.25,0,塔式車位位於地下第二層。,RPWNMLNKLHLGFCA08DA,50.67,0.0,5.35,有,112
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷１３號二十一樓,16.73,住,,,1141124,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,162.03,3,2,2,有,有,52580000,384035,坡道平面,34.75,3700000,,RPTNMLTLKIKGFDA48DA,78.8,4.78,5.36,有,
文山區,房地(土地+建物),臺北市文山區興隆路三段１９２巷８弄８８號七樓,11.33,住,,,1141114,土地3建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140603,40.01,0,0,0,無,無,10670000,266683,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOLJIKGFAA67DA,22.52,0.0,3.31,有,
大安區,房地(土地+建物),臺北市大安區安和路一段９９號七樓之１,20.7,住,,,1141127,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700216,212.55,4,2,2,有,有,68150000,320630,,0.0,0,陽台加窗其他增建；,RPPNMLSJMHLGFFA28EA,156.24,0.0,18.56,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街２１巷１１８弄８號三樓,33.53,住,,,1141026,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010423,134.94,3,2,2,有,有,24500000,181562,坡道機械,4.76,0,,RPUNMLSKLHLGFCA38DA,79.88,2.39,8.58,有,113
大安區,房地(土地+建物),臺北市大安區基隆路三段２０之２號三樓,30.75,住,,,1141012,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660922,105.17,4,2,2,有,無,22500000,213939,,0.0,0,陽台外推；其他增建；,RPUNMLNLLHLGFFA28DA,95.56,0.0,9.61,無,114
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街１１４巷３０號二樓,45.5,住,,,1141019,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021128,239.09,4,2,2,有,有,33000000,154697,坡道平面,41.92,2500000,,RPOOMLTJMHLGFCA97DA,109.04,4.61,16.03,有,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段７５巷１１８號,81.76,住,,,1141015,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900817,151.75,3,2,2,有,有,24000000,158155,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLTJMHLGFCA48DA,87.36,2.83,11.58,有,
大安區,房地(土地+建物),臺北市大安區四維路１５４巷１９號,75.75,住,,,1141001,土地4建物2車位0,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710224,303.66999999999996,5,4,2,有,無,75000000,246979,,0.0,0,其他增建；,RPUNMLRLLHLGFFA68DA,244.55,14.53,0.0,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４４１巷３０號十二樓,26.72,住,,,1141006,土地1建物1車位2,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1130306,211.89,0,0,0,無,有,64800000,406607,坡道平面,70.22,7200000,毛胚屋；,RPPNMLNJMHLGFEA57DA,80.38,5.95,5.87,有,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１２０之１６號,23.52,商,,,1141023,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0581022,212.48,0,0,0,無,有,68800000,323795,,0.0,0,,RPPNMLOKMHLGFFA87DA,212.48,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區市民大道二段６７巷２９號七樓之１,23.96,商,,,1140901,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,ＲＣ造,1140919,95.33,2,1,1,有,有,31290000,328228,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQPMLKKLHLGFCA37DA,48.48,4.22,6.12,有,
文山區,房地(土地+建物),臺北市文山區萬隆街８５號三樓,37.47,住,,,1140816,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701130,137.33,4,2,2,有,無,23500000,171121,,0.0,0,其他增建；,RPQNMLLJLHLGFAA96DA,120.26,0.0,17.07,無,
中山區,房地(土地+建物)+車位,臺北市中山區市民大道二段６７巷２９號八樓,36.07,商,,,1140626,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,ＲＣ造,1140919,189.56,2,2,2,有,有,55800000,367443,升降平面,45.32,2800000,預售屋、或土地及建物分件登記案件；,RPWOMLKKLHLGFCA87DA,74.01,6.07,8.92,有,
士林區,房地(土地+建物)+車位,臺北市士林區中正路２４７巷３６號十一樓,27.3,商,,,1131226,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140812,154.91,3,2,2,有,有,54930000,376844,其他,15.25,2300000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKMHLGFEA47DA,79.59,0.0,9.68,有,
大安區,房地(土地+建物),臺北市大安區市民大道三段８８號二樓之２,6.22,住,,,1130909,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141202,36.39,1,0,1,有,有,14850000,408079,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLSJMHLGFFA38DA,19.6,0.0,2.3,有,
松山區,房地(土地+建物)+車位,臺北市松山區光復北路１０３巷１５號十樓,9.85,商,,,1130710,土地2建物1車位2,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140905,207.38,2,2,2,有,有,79488219,504454,坡道平面,64.08,7200000,1.總價含面積找補款28219元。加減後總價為79488219元。2.車位總價中無法拆分個別車位價格。預售屋、或土地及建物分件登記案件；,RPTOMLNKMHLGFDA08DA,84.49,0.0,5.64,有,
南港區,車位,臺北市南港區福山街５０號三樓之６,0.0,,,,1130602,土地0建物1車位1,,,其他,,,,36.51,0,0,0,無,有,2800000,,坡道平面,36.97,2800000,建物坐落地號：中南段二小段608地號；僅車位交易；預售屋、或土地及建物分件登記案件；,SPSNMLKKMHLGFDA67DA,0.0,0.0,0.0,有,115
大安區,房地(土地+建物)+車位,臺北市大安區四維路２１６巷１５號二樓之２,18.74,住,,,1130604,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,132.01999999999998,2,2,2,有,有,44460000,423537,坡道平面,34.13,3000000,預售屋、或土地及建物分件登記案件；,RPSOMLNLKHLGFFA08DA,58.55,0.0,6.53,有,
大安區,土地,通化段六小段344地號,0.92,住,,,1130613,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,305138,0,,0.0,0,,RPTNMLRLLHLGFFA58DA,0.0,0.0,0.0,無,116
萬華區,房地(土地+建物),臺北市萬華區開封街二段６４號五樓,11.62,商,,,1130527,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,163.3,3,2,2,有,有,37200000,227802,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQSMLPLLHLGFBA18DA,94.04,0.0,11.47,有,
大安區,房地(土地+建物)+車位,臺北市大安區市民大道三段８８號十一樓之５,9.06,住,,,1130525,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141202,68.82,2,1,1,有,有,24700000,415257,其他,15.6,2600000,預售屋、或土地及建物分件登記案件；,RPTPMLOKMHLGFFA48DA,28.01,0.0,4.03,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區開封街二段６４號六樓,11.62,商,,,1130527,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,191.39,3,2,2,有,有,40500000,233313,升降平面,28.09,2400000,本戶於115年1月15日簽訂指定胞姊為登記名義人切結書及預售契約指定登記名義人協議書。預售屋、或土地及建物分件登記案件；,RPVNMLLMLHLGFBA87DA,94.04,0.0,11.47,有,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路１２７號二十四樓,31.17,住,,,1130417,土地2建物1車位1,二十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1141028,188.11,3,2,2,有,有,65180000,389664,坡道平面,29.05,3200000,兄弟讓渡114.7.18預售屋、或土地及建物分件登記案件；,RPOOMLOJKIKGFEA47DA,94.24,0.0,8.38,有,
萬華區,房地(土地+建物),臺北市萬華區開封街二段６４號十四樓之１,5.58,商,,,1130312,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,77.57000000000001,2,1,1,有,有,22620000,291608,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSSMLPLLHLGFBA38DA,41.08,0.0,8.76,有,
萬華區,車位,臺北市萬華區開封街二段６４號等共有部分,0.0,,,,1130312,土地0建物0車位1,,,其他,,,,0.0,0,0,0,無,有,2200000,,升降平面,28.09,2200000,僅車位交易；預售屋、或土地及建物分件登記案件；,RPRTMLPLLHLGFBA38DA,0.0,0.0,0.0,有,
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷９號二十二樓,18.64,住,,,1130329,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,175.44,3,2,2,有,有,61500000,399931,坡道平面,30.54,3550000,預售屋、或土地及建物分件登記案件；,RPQPMLOJLHLGFDA77DA,88.7,6.59,5.92,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區開封街二段６４號十五樓,6.09,商,,,1130225,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,102.03,2,1,1,有,有,24920000,270409,升降機械,16.53,1800000,預售屋、或土地及建物分件登記案件；,RPQPMLPLLHLGFBA87DA,50.21,0.0,5.03,有,
萬華區,車位,臺北市萬華區開封街二段６４號等共有部分,0.0,,,,1130204,土地0建物1車位1,,,其他,,,,16.53,0,0,0,無,有,1800000,,升降機械,16.53,1800000,建物坐落地號：福星段二小段388地號；僅車位交易；預售屋、或土地及建物分件登記案件；,RPRSMLPLLHLGFBA28DA,0.0,0.0,0.0,有,085
萬華區,房地(土地+建物),臺北市萬華區開封街二段６４號六樓之３,6.11,商,,,1130206,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,85.76,2,2,2,有,有,23920000,278918,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVSMLPLLHLGFBA68DA,51.92,0.0,3.5,有,
萬華區,房地(土地+建物),臺北市萬華區開封街二段６４號七樓之１,7.51,商,,,1130204,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141222,105.43,0,2,2,有,有,26470000,251067,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSTMLPLLHLGFBA48DA,62.94,0.0,5.17,有,
